Rank,AdvRollNo,InsCode,BranchCode
1373,6115196,116,4173
1375,3048081,116,5233
1376,2056197,116,4106
1381,6139026,109,4103
1382,6076431,113,5101
1383,3001020,109,4204
1384,2069409,109,4201
1387,1123022,114,4119
1389,1120015,123,4125
1390,6132058,110,5601
1393,6075032,121,4109
1394,6083146,116,5206
1396,2045399,108,4143
1398,6108397,106,4201
1400,2076173,106,4133
1402,6084468,116,4107
1407,6137234,114,4107
1409,6079151,116,4173
1410,6017398,123,5609
1411,2007039,113,5602
1412,6091043,109,4201
1418,6122139,112,4107
1422,6115122,123,5609
1424,6040222,106,4209
1428,6017062,117,4194
1430,6120045,101,5284
1432,2055446,113,5302
1433,2055059,103,520D
1435,6129009,120,4125
1436,2076419,106,4201
1440,6079409,123,5609
1441,6123149,116,5101
1442,6100103,109,4201
1446,2037013,103,520D
1454,2038023,113,5602
1457,6019386,113,5303
1459,6035086,116,5290
1460,6098437,108,4211
1461,6124076,106,4201
1465,6114030,106,4210
1468,6099036,116,4173
1470,6121022,106,4209
1471,2014104,109,4201
1472,6122112,114,4125
1473,6127050,101,5260
1474,6115028,114,5306
1482,5016010,123,5609
1485,4011222,116,5209
1488,4016414,122,4107
1492,5061481,116,4173
1495,6098255,116,5291
1496,2041033,114,5307
1499,6118142,114,4134
1500,2072241,108,4212
1502,6115045,116,5290
1504,2045312,108,4125
1505,6131090,113,4127
1510,6117141,121,4107
1515,2041471,119,4125
1526,7025046,106,5203
1532,4061103,112,4125
1536,3005044,117,4117
1537,6098004,109,4205
1539,6075024,106,5101
1542,6134224,106,4130
1547,3054039,116,4126
1549,6085254,118,4125
1550,2050113,106,4210
1553,6138127,114,4130
1554,6139157,116,4106
