Rank,AdvRollNo,InsCode,BranchCode
1129,7006369,116,4125
1131,7017202,113,4109
1132,1100619,110,4127
1133,3025665,109,4123
1134,6005012,110,4125
1135,3025079,113,4109
1136,1004247,111,4125
1137,2064099,109,4123
1140,6015076,101,4111
1141,2025331,117,4108
1143,4060119,117,4107
1144,4060286,110,5227
1145,2068313,102,4107
1147,2021501,104,4125
1149,3008089,106,4130
1150,6041053,110,4125
1152,4028089,113,4127
1154,4020049,122,4110
1155,4068117,117,4107
1156,2070398,109,4125
1157,1043209,106,5241
1157,1018508,120,4110
1159,3034082,110,4132
1161,2041025,116,4125
1162,4018180,106,4109
1163,2059218,106,4127
1164,2024205,103,4111
1165,2055354,106,4202
1166,2072020,116,4125
1168,6034017,123,4124
1170,1019056,113,4109
1171,2022320,117,4117
1172,5046389,106,4127
1173,1027542,113,5608
1174,5063241,113,4127
1175,4009012,110,4127
1176,1089458,108,4111
1177,6094083,107,4109
1178,1054016,116,4125
1179,7033102,106,5210
1180,2077183,113,4109
1181,7010481,109,4123
1183,2073080,108,4111
1184,2040051,116,4125
1185,2075018,116,4111
1186,1078444,116,4107
1187,1013119,102,4117
1188,6087093,110,4127
1189,7006395,108,4111
1190,4019426,105,4125
1191,3024053,113,4127
1192,3025060,109,4107
1195,2014258,103,4111
1197,2040110,113,4109
1198,2061306,113,4109
1199,6023120,105,4125
1200,4015417,106,4130
1201,3024130,117,4108
1203,3016118,113,4136
1204,6035211,105,4125
1205,4029192,117,4109
1207,2053309,106,4109
1208,6029335,105,4125
1209,7011246,117,4117
1214,1055184,117,4108
1215,2024295,107,4107
1216,1055400,107,4107
1217,6084058,123,4110
1218,6019331,110,4127
1219,2056016,113,4127
1220,2070004,102,4101
1221,5039179,106,4122
1222,1051089,105,4125
1223,2056224,117,4109
1224,2070526,117,4108
1226,7043208,109,4123
1232,4016230,116,4107
1233,2070473,109,4107
1234,3024214,117,4108
1235,2020466,106,4122
1236,4061289,116,5233
1238,7010075,117,4117
1240,4064078,117,4109
1241,7039258,102,4201
1242,5029485,106,4121
1243,2061088,113,4127
1244,3029107,113,4127
1245,2074159,117,4117
1246,5020249,116,4107
1247,1085210,110,4125
1248,5063118,117,4109
1249,5037011,106,4122
1250,7006146,115,4125
1251,1099478,117,4117
1252,2016327,109,4204
1253,6086268,112,4188
1255,4065092,116,4107
1256,7024038,111,4125
1259,6093011,120,4187
1261,4002248,111,4111
1263,6029165,117,4109
1264,7033368,101,5255
1266,2052116,117,4109
1267,5035075,121,4111
1268,2041618,109,4103
1269,2039344,102,4201
1270,6090197,117,4109
1271,5003399,106,4130
1273,4031273,121,4111
1274,6081126,110,4125
1277,4065073,105,4125
1281,6036384,103,4187
1282,2052257,106,5215
1286,6026035,120,4111
1288,6041305,107,4118
1292,1013091,105,4125
1293,3028334,114,4125
1295,3024039,113,4194
1296,7043407,114,4125
1297,4034256,116,4107
1299,7039196,109,4103
1305,7030610,108,4125
1307,7010426,107,4109
1308,7010581,116,4107
1309,7037214,121,4111
1310,1091110,106,4127
1312,3038246,116,4107
1314,4044127,101,4125
1315,5030173,106,4127
1316,7036194,117,4109
1320,1118074,111,4125
1321,4018254,106,4127
1322,4037188,106,4127
1323,1124062,110,4132
1325,1109140,102,4101
1332,4060245,109,4204
1333,6030445,114,4125
1337,2053040,116,4107
1340,7033224,121,4111
1341,6106085,110,4132
1342,4012142,110,4132
1343,6029361,110,4107
1344,5055080,101,4125
1345,6033016,106,4133
1346,2052332,106,4130
1348,4005112,111,4125
1349,4035416,115,4125
1350,4019273,107,4161
1351,6029365,110,4132
1354,6038375,114,4125
1355,1118050,119,4111
1356,7006501,122,4111
1357,4034057,116,4109
1358,4012177,113,4194
1359,1052029,110,4132
1360,6033299,107,4109
1362,6098377,117,4109
1364,7003163,116,4107
1365,2060327,117,4194
1367,1011018,114,4125
1370,1002089,102,4109
1371,4033449,109,4125
1372,2040157,109,4201
1373,5045404,110,4132
1374,1099055,107,4161
1375,7025216,113,5303
1376,7013501,103,4125
1380,6024192,110,4107
1381,6038011,120,4111
1383,6030107,116,4107
1385,7010483,106,4133
1387,5045278,114,4125
1388,4006049,107,4109
1389,1087062,116,4107
1391,2062003,107,410B
1393,6029016,101,4125
1394,2068312,114,4125
1396,2055437,106,4133
1399,1026140,106,5281
1400,2058032,116,4109
1401,6040218,120,4111
1404,5058449,114,4125
1405,2031418,119,4111
1408,6130195,119,4111
1409,1003225,109,4103
1412,2067135,109,4125
1414,1015036,116,5233
1417,2052164,116,4109
1418,2076392,106,4105
1423,2044439,106,5243
1424,4040228,116,5267
1425,2027286,108,4125
1427,4030185,106,5281
1428,6014037,114,4114
1429,6082163,111,4107
1430,1014108,101,4125
1431,3038205,106,4105
1432,6030244,106,4130
1433,4048206,114,4125
1434,2054092,116,4109
1435,4049311,114,4125
1436,2041747,115,4125
1437,6076440,106,4105
1439,6039129,106,4102
1440,2070030,113,4194
1442,7003213,108,4125
1443,7011420,113,4194
1445,6008010,101,4125
1446,4006076,115,4111
1448,4032319,117,4194
1452,4044230,108,4125
1453,1075001,106,4133
1454,2053331,117,4194
1455,2065027,113,4107
1459,3039032,116,4109
